business_postal_code_1,inspection_id,inspection_date,inspection_score,violation_description,risk_category,neighborhoods,Current Police Districts,population,avg_income
94110,4864_20171024,October,76,Unclean nonfood contact surfaces,Low Risk,53,3,"74,633","$53,795.00 "
94105,39708_20190116,January,81,Improper food storage,Low Risk,108,1,"2,058","$88,976.00 "
94121,606_20180724,July,81,Unclean or unsanitary food contact surfaces,High Risk,8,8,"42,473","$61,776.00 "
94114,5856_20170928,September,96,Unclean or degraded floors walls or ceilings,Low Risk,37,3,"30,574","$75,727.00 "
94102,14577_20170410,April,79,Unapproved or unmaintained equipment or utensils,Low Risk,20,5,"28,991","$22,351.00 "
94124,198_20170130,January,94,Improper thawing methods,Moderate Risk,86,2,"33,170","$37,146.00 "
94108,3676_20170706,July,70,Improper cooling methods,High Risk,104,6,"13,716","$31,542.00 "
94109,33014_20180706,July,90,Improper or defective plumbing,Low Risk,100,4,"56,322","$43,444.00 "
94123,63082_20170512,May,70,Unclean or degraded floors walls or ceilings,Low Risk,15,4,"22,903","$84,710.00 "
94110,61579_20170630,June,67,Improper storage use or identification of toxic substances,Low Risk,53,3,"74,633","$53,795.00 "
94118,4678_20171020,October,75,Unapproved or unmaintained equipment or utensils,Low Risk,5,8,"38,939","$61,609.00 "
94116,38485_20170830,August,88,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,39,10,"42,958","$66,627.00 "
94111,116_20170509,May,96,Moderate risk food holding temperature,Moderate Risk,108,6,"3,335","$56,569.00 "
94107,413_20181017,October,74,Foods not protected from contamination,Moderate Risk,54,2,"17,368","$61,362.00 "
94107,35812_20190910,September,86,Consumer advisory not provided for raw or undercooked foods,Moderate Risk,54,2,"17,368","$61,362.00 "
94122,63265_20170906,September,85,Improper food storage,Low Risk,39,10,"55,492","$60,733.00 "
94105,2818_20190110,January,90,Inadequate and inaccessible handwashing facilities,Moderate Risk,108,6,"2,058","$88,976.00 "
94110,4584_20180316,March,94,Improper food storage,Low Risk,61,9,"74,633","$53,795.00 "
94134,16441_20190211,February,76,Improper thawing methods,Moderate Risk,91,2,"40,134","$54,342.00 "
94103,18800_20190522,May,83,Unclean or unsanitary food contact surfaces,High Risk,32,1,"23,016","$31,131.00 "
94103,64416_20161129,November,90,Inadequate warewashing facilities or equipment,Low Risk,32,5,"23,016","$31,131.00 "
94112,5194_20170314,March,91,Permit license or inspection report not posted,Low Risk,95,9,"73,104","$57,629.00 "
94111,7479_20161128,November,88,Moderate risk food holding temperature,Moderate Risk,18,6,"3,335","$56,569.00 "
94103,21407_20171211,December,88,Permit license or inspection report not posted,Low Risk,32,6,"23,016","$31,131.00 "
94115,24023_20170301,March,98,Unclean or degraded floors walls or ceilings,Low Risk,101,4,"33,115","$54,879.00 "
94123,29429_20190626,June,90,Low risk vermin infestation,Low Risk,17,4,"22,903","$84,710.00 "
94121,3591_20180326,March,79,Improper thawing methods,Moderate Risk,8,8,"42,473","$61,776.00 "
94108,62060_20190515,May,91,High risk vermin infestation,High Risk,19,6,"13,716","$31,542.00 "
94133,28318_20170905,September,89,Insufficient hot water or running water,Moderate Risk,99,6,"26,827","$40,990.00 "
94107,63597_20190220,February,90,Unapproved or unmaintained equipment or utensils,Low Risk,32,1,"17,368","$61,362.00 "
94112,253_20171114,November,92,Low risk vermin infestation,Low Risk,94,9,"73,104","$57,629.00 "
94115,9232_20190531,May,86,Unclean or degraded floors walls or ceilings,Low Risk,97,4,"33,115","$54,879.00 "
94104,32823_20170228,February,94,Permit license or inspection report not posted,Low Risk,32,1,374,"$14,609.00 "
94110,36348_20171205,December,90,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,53,3,"74,633","$53,795.00 "
94121,1896_20180223,February,85,Moderate risk food holding temperature,Moderate Risk,8,8,"42,473","$61,776.00 "
94110,7663_20170104,January,94,Unclean or degraded floors walls or ceilings,Low Risk,53,3,"74,633","$53,795.00 "
94114,4479_20190412,April,79,High risk food holding temperature,High Risk,28,7,"30,574","$75,727.00 "
94107,3072_20190701,July,84,Inadequate and inaccessible handwashing facilities,Moderate Risk,32,1,"17,368","$61,362.00 "
94127,17723_20181212,December,69,Inadequate and inaccessible handwashing facilities,Moderate Risk,117,9,"20,624","$95,313.00 "
94122,26379_20181211,December,96,Moderate risk food holding temperature,Moderate Risk,109,10,"55,492","$60,733.00 "
94118,1922_20180914,September,92,Low risk vermin infestation,Low Risk,5,8,"38,939","$61,609.00 "
94110,2315_20180917,September,81,Inadequate and inaccessible handwashing facilities,Moderate Risk,53,3,"74,633","$53,795.00 "
94103,1664_20171108,November,96,Improper or defective plumbing,Low Risk,32,5,"23,016","$31,131.00 "
94105,3484_20190829,August,92,Improper or defective plumbing,Low Risk,108,1,"2,058","$88,976.00 "
94118,37656_20190213,February,94,Unclean or degraded floors walls or ceilings,Low Risk,5,8,"38,939","$61,609.00 "
94103,3651_20190321,March,90,Permit license or inspection report not posted,Low Risk,53,3,"23,016","$31,131.00 "
94104,63493_20190613,June,83,Inadequate warewashing facilities or equipment,Low Risk,19,6,374,"$14,609.00 "
94131,5033_20190806,August,96,Low risk vermin infestation,Low Risk,96,9,"27,897","$76,044.00 "
94108,1832_20170530,May,90,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,19,6,"13,716","$31,542.00 "
94123,273_20180322,March,83,Low risk vermin infestation,Low Risk,15,4,"22,903","$84,710.00 "
94111,59896_20170920,September,92,Unclean or degraded floors walls or ceilings,Low Risk,108,6,"3,335","$56,569.00 "
94118,2263_20170425,April,68,Improper thawing methods,Moderate Risk,5,8,"38,939","$61,609.00 "
94103,62769_20190116,January,74,High risk food holding temperature,High Risk,32,5,"23,016","$31,131.00 "
94103,7880_20190408,April,94,Improper food storage,Low Risk,32,5,"23,016","$31,131.00 "
94102,60355_20180222,February,88,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20,5,"28,991","$22,351.00 "
94121,2505_20190314,March,91,Low risk vermin infestation,Low Risk,8,8,"42,473","$61,776.00 "
94109,5083_20170921,September,90,Unclean or degraded floors walls or ceilings,Low Risk,20,4,"56,322","$43,444.00 "
94105,1649_20171129,November,88,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,32,1,"2,058","$88,976.00 "
94102,6636_20190508,May,88,Insufficient hot water or running water,Moderate Risk,21,5,"28,991","$22,351.00 "
94115,7461_20190308,March,98,Food safety certificate or food handler card not available,Low Risk,102,4,"33,115","$54,879.00 "
94134,2599_20190723,July,74,Unapproved or unmaintained equipment or utensils,Low Risk,91,2,"40,134","$54,342.00 "
94103,59577_20190206,February,73,High risk vermin infestation,High Risk,32,5,"23,016","$31,131.00 "
94118,37232_20181116,November,91,Contaminated or adulterated food,High Risk,10,8,"38,939","$61,609.00 "
94115,64814_20170509,May,82,High risk vermin infestation,High Risk,103,4,"33,115","$54,879.00 "
94102,39513_20180817,August,96,Unapproved or unmaintained equipment or utensils,Low Risk,22,4,"28,991","$22,351.00 "
94122,972_20171114,November,90,Unclean or degraded floors walls or ceilings,Low Risk,39,10,"55,492","$60,733.00 "
94104,140_20180105,January,86,Moderate risk food holding temperature,Moderate Risk,108,6,374,"$14,609.00 "
94110,64076_20171106,November,86,Moderate risk food holding temperature,Moderate Risk,53,3,"74,633","$53,795.00 "
94123,63256_20180509,May,87,Improper storage use or identification of toxic substances,Low Risk,17,4,"22,903","$84,710.00 "
94121,1791_20190612,June,88,Insufficient hot water or running water,Moderate Risk,8,8,"42,473","$61,776.00 "
94102,63503_20180604,June,96,Unapproved or unmaintained equipment or utensils,Low Risk,20,5,"28,991","$22,351.00 "
94110,32925_20181205,December,82,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,53,3,"74,633","$53,795.00 "
94102,5434_20170418,April,98,Food safety certificate or food handler card not available,Low Risk,21,4,"28,991","$22,351.00 "
94118,1191_20170202,February,92,Unclean or degraded floors walls or ceilings,Low Risk,5,8,"38,939","$61,609.00 "
94111,2244_20171010,October,98,Unclean or degraded floors walls or ceilings,Low Risk,108,6,"3,335","$56,569.00 "
94110,1002_20170928,September,85,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,53,3,"74,633","$53,795.00 "
94110,18047_20190731,July,79,Moderate risk vermin infestation,Moderate Risk,53,3,"74,633","$53,795.00 "
94108,3121_20190214,February,80,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,19,6,"13,716","$31,542.00 "
94109,3048_20171120,November,83,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,105,4,"56,322","$43,444.00 "
94110,39398_20190613,June,83,Unapproved or unmaintained equipment or utensils,Low Risk,83,9,"74,633","$53,795.00 "
94102,4868_20170706,July,90,Foods not protected from contamination,Moderate Risk,22,4,"28,991","$22,351.00 "
94114,19205_20180912,September,87,Sewage or wastewater contamination,High Risk,37,3,"30,574","$75,727.00 "
94109,64161_20181023,October,87,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,50,6,"56,322","$43,444.00 "
94105,33891_20190418,April,92,Insufficient hot water or running water,Moderate Risk,32,1,"2,058","$88,976.00 "
94133,2836_20180612,June,92,Inadequate ventilation or lighting,Low Risk,99,6,"26,827","$40,990.00 "
94117,59826_20190207,February,92,Unclean or degraded floors walls or ceilings,Low Risk,24,7,"38,758","$63,983.00 "
94133,63755_20190814,August,68,Moderate risk food holding temperature,Moderate Risk,99,6,"26,827","$40,990.00 "
94123,4734_20181128,November,85,No thermometers or uncalibrated thermometers,Low Risk,17,4,"22,903","$84,710.00 "
94102,7512_20180605,June,88,Improper storage use or identification of toxic substances,Low Risk,20,5,"28,991","$22,351.00 "
94133,7528_20170201,February,98,Unclean or degraded floors walls or ceilings,Low Risk,99,6,"26,827","$40,990.00 "
94111,39047_20171227,December,92,Improper storage use or identification of toxic substances,Low Risk,108,6,"3,335","$56,569.00 "
94118,39810_20180614,June,88,Improper storage use or identification of toxic substances,Low Risk,5,8,"38,939","$61,609.00 "
94122,36750_20180308,March,96,Low risk vermin infestation,Low Risk,109,10,"55,492","$60,733.00 "
94109,2085_20181023,October,65,Permit license or inspection report not posted,Low Risk,20,5,"56,322","$43,444.00 "
94111,58_20190627,June,83,Moderate risk food holding temperature,Moderate Risk,108,6,"3,335","$56,569.00 "
94107,2778_20180807,August,76,No thermometers or uncalibrated thermometers,Low Risk,30,1,"17,368","$61,362.00 "
94118,1203_20180802,August,77,Foods not protected from contamination,Moderate Risk,5,8,"38,939","$61,609.00 "
94107,60331_20170124,January,71,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,54,2,"17,368","$61,362.00 "
94110,3621_20190418,April,87,Low risk vermin infestation,Low Risk,53,3,"74,633","$53,795.00 "
94115,2017_20190104,January,84,Inadequate dressing rooms or improper storage of personal items,Low Risk,102,4,"33,115","$54,879.00 "
94110,95_20170307,March,92,Unclean nonfood contact surfaces,Low Risk,83,9,"74,633","$53,795.00 "
94112,36208_20190104,January,92,Employee eating or smoking,Moderate Risk,94,9,"73,104","$57,629.00 "
94121,36911_20180705,July,94,Improper storage use or identification of toxic substances,Low Risk,5,8,"42,473","$61,776.00 "
94115,5854_20181210,December,98,Unapproved or unmaintained equipment or utensils,Low Risk,97,4,"33,115","$54,879.00 "
94115,12682_20181221,December,85,Unclean or unsanitary food contact surfaces,High Risk,97,4,"33,115","$54,879.00 "
94105,61623_20180427,April,94,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,108,6,"2,058","$88,976.00 "
94122,62768_20180430,April,90,Permit license or inspection report not posted,Low Risk,109,10,"55,492","$60,733.00 "
94108,3543_20170105,January,83,High risk vermin infestation,High Risk,104,6,"13,716","$31,542.00 "
94110,7661_20190626,June,87,Permit license or inspection report not posted,Low Risk,53,3,"74,633","$53,795.00 "
94102,34352_20180308,March,92,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,50,6,"28,991","$22,351.00 "
94110,1727_20170315,March,87,Moderate risk food holding temperature,Moderate Risk,53,3,"74,633","$53,795.00 "
94103,63757_20180108,January,80,High risk vermin infestation,High Risk,32,5,"23,016","$31,131.00 "
94117,1043_20171116,November,87,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,24,7,"38,758","$63,983.00 "
94107,62779_20180614,June,84,Permit license or inspection report not posted,Low Risk,31,1,"17,368","$61,362.00 "
94102,10433_20190124,January,70,Unclean or degraded floors walls or ceilings,Low Risk,19,6,"28,991","$22,351.00 "
94102,17933_20180328,March,96,Food safety certificate or food handler card not available,Low Risk,20,5,"28,991","$22,351.00 "
94108,34244_20181217,December,98,Low risk vermin infestation,Low Risk,104,6,"13,716","$31,542.00 "
94121,9298_20190711,July,90,Unclean or degraded floors walls or ceilings,Low Risk,8,8,"42,473","$61,776.00 "
94123,273_20190515,May,83,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,15,4,"22,903","$84,710.00 "
94110,4959_20190722,July,87,Food safety certificate or food handler card not available,Low Risk,53,3,"74,633","$53,795.00 "
94110,2360_20170920,September,87,Unclean or unsanitary food contact surfaces,High Risk,53,3,"74,633","$53,795.00 "
94109,3309_20161101,November,67,Unclean or degraded floors walls or ceilings,Low Risk,100,4,"56,322","$43,444.00 "
94108,3543_20181127,November,74,Moderate risk vermin infestation,Moderate Risk,104,6,"13,716","$31,542.00 "
94117,4896_20190808,August,96,Unapproved or unmaintained equipment or utensils,Low Risk,25,7,"38,758","$63,983.00 "
94110,7493_20170517,May,85,Unclean or unsanitary food contact surfaces,High Risk,53,3,"74,633","$53,795.00 "
94112,38258_20170808,August,75,Moderate risk food holding temperature,Moderate Risk,90,9,"73,104","$57,629.00 "
94118,1983_20180312,March,96,Improper or defective plumbing,Low Risk,8,8,"38,939","$61,609.00 "
94134,35340_20170906,September,98,Unclean or degraded floors walls or ceilings,Low Risk,92,2,"40,134","$54,342.00 "
94111,1571_20170214,February,86,Food safety certificate or food handler card not available,Low Risk,77,6,"3,335","$56,569.00 "
94104,1837_20170913,September,77,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,108,6,374,"$14,609.00 "
94133,125_20170719,July,90,Unapproved or unmaintained equipment or utensils,Low Risk,106,6,"26,827","$40,990.00 "
94109,33442_20180131,January,87,Unclean nonfood contact surfaces,Low Risk,105,4,"56,322","$43,444.00 "
94102,59041_20190729,July,98,Unclean unmaintained or improperly constructed toilet facilities,Low Risk,21,4,"28,991","$22,351.00 "
94110,1399_20161103,November,98,Improper food labeling or menu misrepresentation,Low Risk,53,3,"74,633","$53,795.00 "
94117,64843_20190502,May,84,Improper food storage,Low Risk,26,4,"38,758","$63,983.00 "
94122,1970_20161207,December,86,Unclean or degraded floors walls or ceilings,Low Risk,39,10,"55,492","$60,733.00 "
94117,7105_20190611,June,96,Moderate risk food holding temperature,Moderate Risk,25,7,"38,758","$63,983.00 "
94132,5074_20190820,August,89,Inadequate and inaccessible handwashing facilities,Moderate Risk,43,10,"26,291","$55,000.00 "
94102,32702_20180202,February,86,Moderate risk food holding temperature,Moderate Risk,22,4,"28,991","$22,351.00 "
94102,102_20180302,March,86,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,19,6,"28,991","$22,351.00 "
